voivodeship,name,latitude,longitude
podkarpackie,Krzyczówka,50.47528,21.63306
podkarpackie,Krzyki,49.90944,22.00167
podkarpackie,Krzynowiska,49.89833,22.22556
podkarpackie,Krzywa,50.09306,21.7425
podkarpackie,Krzywa Ulica,50.28917,22.42972
podkarpackie,Krzywa Wieś,50.30444,22.11889
podkarpackie,Krzywcza,49.79833,22.54556
podkarpackie,Krzywda,49.83444,22.23167
podkarpackie,Krzywdy,50.35,22.20444
podkarpackie,Krzywe,49.19222,22.35917
podkarpackie,Krzywica,50.39722,21.69944
podkarpackie,Krzywogrzęda,50.24333,22.29444
podkarpackie,Krzyżowe Drogi,50.015,22.64139
podkarpackie,Krzyżyk,49.99611,22.19583
podkarpackie,Krzyżówka,49.91472,22.53444
podkarpackie,Krzyżówki,49.76083,21.96528
podkarpackie,Krzątka,50.39972,21.83472
podkarpackie,Króby,50.10667,22.665
podkarpackie,Króle,50.16889,22.67194
podkarpackie,Królewszczyzna,50.29861,22.23167
podkarpackie,Królik Polski,49.51056,21.81556
podkarpackie,Królik Wołoski,49.50167,21.81167
podkarpackie,Królka,49.94028,22.06444
podkarpackie,Królówka,50.03639,22.60167
podkarpackie,Krówniki,49.76778,22.82556
podkarpackie,Krąg,49.7875,22.11278
podkarpackie,Krążki,49.6275,22.1925
podkarpackie,Kręcisz,49.54861,21.54556
podkarpackie,Kręgi,49.78583,21.25361
podkarpackie,Krępak,49.70444,22.53611
podkarpackie,Krężlówka,49.5425,21.69278
podkarpackie,Ksawerów,49.67833,22.08417
podkarpackie,Książnice,50.26083,21.43111
podkarpackie,Księża Część,49.84611,22.3925
podkarpackie,Księżaki,50.09639,22.07444
podkarpackie,Księże,49.59417,21.7175
podkarpackie,Księże Budy,49.88583,22.10278
podkarpackie,Księże Kąty,50.57222,22.38167
podkarpackie,Księżomost,50.06972,21.74111
podkarpackie,Księży Lasek,49.93917,21.94889
podkarpackie,Księżyzna,50.30361,21.84472
podkarpackie,Księżówka,49.5575,22.15167
podkarpackie,Ku Glinkowi,49.98722,21.58028
podkarpackie,Ku Gnojnicy,49.99722,21.60472
podkarpackie,Ku Szkodowej,49.98944,21.605
podkarpackie,Kubachy,50.13833,22.7275
podkarpackie,Kubraki,50.10194,22.56389
podkarpackie,Kubówka,49.55139,21.72694
podkarpackie,Kucze,49.96806,22.46417
podkarpackie,Kuczmiaki,49.61778,22.11417
podkarpackie,Kudelki,50.53139,22.19611
podkarpackie,Kudryki w Lesie,50.1275,22.76417
podkarpackie,Kudryki za Potokiem,50.13889,22.76944
podkarpackie,Kuduki,50.25833,22.18778
podkarpackie,Kudłacz,50.21389,22.31333
podkarpackie,Kudłówka,49.77639,22.01222
podkarpackie,Kuflowa Górka,49.75556,21.96972
podkarpackie,Kujawy,49.94917,21.47917
podkarpackie,Kujdówka,49.98028,21.64833
podkarpackie,Kularzykówka,49.84611,21.805
podkarpackie,Kulaszne,49.41194,22.15472
podkarpackie,Kuligi,50.345,22.26333
podkarpackie,Kulno,50.33056,22.48667
podkarpackie,Kunowa,49.73361,21.32639
podkarpackie,Kupiatycze,49.70667,22.79361
podkarpackie,Kupna,49.77111,22.56083
podkarpackie,Kupno,50.19861,21.82778
podkarpackie,Kuryski,50.25222,23.47583
podkarpackie,Kuryłówka,50.29944,22.46611
podkarpackie,Kurzacze,50.35417,21.91667
podkarpackie,Kurzejówka,50.05444,21.86694
podkarpackie,Kurzy Dział,49.88639,22.30694
podkarpackie,Kurzyna Mała,50.51111,22.35639
podkarpackie,Kurzyna Wielka,50.5,22.38167
podkarpackie,Kurzyna Średnia,50.51111,22.36444
podkarpackie,Kurzyniec,49.84917,22.07111
podkarpackie,Kusie,50.47861,21.61806
podkarpackie,Kustrawa,50.39111,22.38139
podkarpackie,Kustrówka,49.82694,22.1575
podkarpackie,Kusze,50.46611,22.43833
podkarpackie,Kutyły,50.58194,22.25667
podkarpackie,Kuzie,49.6925,22.43139
podkarpackie,Kuziory,50.60889,22.18361
podkarpackie,Kuńkowce,49.80222,22.71111
podkarpackie,Kuźmina,49.61556,22.42833
podkarpackie,Kwasy,50.12056,23.16667
podkarpackie,Kwaszenina,49.55333,22.65028
podkarpackie,Kwatery,50.24306,21.3
podkarpackie,Kwaśnice,49.98806,21.27556
podkarpackie,Kwiatkowiska,49.72556,21.55694
podkarpackie,Kwietniówka,49.86083,22.57056
podkarpackie,Kąciki,50.35639,21.62417
podkarpackie,Kądzielak,50.2225,21.39444
podkarpackie,Kądzielnia,50.26056,21.21
podkarpackie,Kądziołki,50.22222,21.40222
podkarpackie,Kąkolówka,49.85889,22.06861
podkarpackie,Kąpie,50.62,21.73
podkarpackie,Kąt,49.33222,22.28667
podkarpackie,Kąty Luteckie,49.82528,21.9725
podkarpackie,Kąty Rakszawskie,50.19528,22.20639
podkarpackie,Kąty Smolne,50.175,22.19278
podkarpackie,Kąty Trzebuskie,50.22056,22.14944
podkarpackie,Kąty Wydrzańskie,50.2025,22.21639
podkarpackie,Kąty Węglińskie,50.15556,22.18111
podkarpackie,Kąty Łapiszowskie,50.715,21.84333
podkarpackie,Kątówka,50.34278,21.46222
podkarpackie,Kębłów,50.43833,21.46667
podkarpackie,Kędrówka,49.58889,21.72778
podkarpackie,Kędzie,50.52833,21.92833
podkarpackie,Kędzierz,50.085,21.43306
podkarpackie,Kępa,49.84972,21.62472
podkarpackie,Kępa Rudnicka,50.46472,22.26611
podkarpackie,Kępa Rzeczycka,50.64194,22.03389
podkarpackie,Kępie Zaleszańskie,50.63778,21.88667
podkarpackie,Kępy Lipińskie,50.0025,21.30528
podkarpackie,Kępówka,50.13361,22.13694
podkarpackie,Kłajpeda,50.71,21.83278
podkarpackie,Kłapkówka Druga,49.72833,21.88222
podkarpackie,Kłapkówka Pierwsza,49.72111,21.89806
podkarpackie,Kłapy,49.95944,22.18667
podkarpackie,Kłapówka,50.22222,21.85889
podkarpackie,Kłodawa,49.81389,21.41472
podkarpackie,Kłodziny,50.26806,21.66833
podkarpackie,Kłokowice,49.6775,22.75861
podkarpackie,Kłonice,49.95139,21.62611
podkarpackie,Kłopotnica,49.61833,21.40861
podkarpackie,Kłyżów,50.54444,22.16833
podkarpackie,Kłyżówka,49.77,22.29611
podkarpackie,Lachmanówka,50.01222,22.68972
podkarpackie,Lachowa,49.64083,22.3625
podkarpackie,Ladzin,49.59833,21.86389
podkarpackie,Lalin,49.64056,22.11556
podkarpackie,Las,49.77889,21.30556
podkarpackie,Lasek,50.04194,21.81806
podkarpackie,Laski,50.41583,21.9825
podkarpackie,Laskowa,50.03667,21.51194
podkarpackie,Laskowiec,49.87222,21.36111
podkarpackie,Laskówka,49.85583,22.28833
podkarpackie,Laszczyny,50.13611,22.47972
podkarpackie,Laszki,50.01972,22.89778
podkarpackie,Latoszyn,50.02667,21.38417
podkarpackie,Lebiedzie,50.21833,22.91417
podkarpackie,Lechy,50.06333,22.63833
podkarpackie,Lechówka,49.85944,22.30056
podkarpackie,Lecka,49.87833,22.01167
podkarpackie,Lemciówka,49.77167,22.15528
podkarpackie,Lempertówka,49.78139,22.79972
podkarpackie,Lenartówka,49.83278,21.9825
podkarpackie,Leniówka,49.58778,21.73056
podkarpackie,Leobrad,49.30472,22.53806
podkarpackie,Lesiaki,49.83694,21.49417
podkarpackie,Lesina,50.27583,22.31806
podkarpackie,Lesiska,49.71,21.71194
podkarpackie,Lesko,49.47194,22.32861
podkarpackie,Leszczawa Dolna,49.66167,22.43417
podkarpackie,Leszczawa Górna,49.62667,22.46694
podkarpackie,Leszczawka,49.64667,22.40917
podkarpackie,Leszcze,50.18222,21.66611
podkarpackie,Leszczowate,49.50833,22.54278
podkarpackie,Leszczyna,49.72389,21.79972
podkarpackie,Leszczyny,49.62167,22.67667
podkarpackie,Leszno,49.85222,22.95472
podkarpackie,Letnisko,49.34722,22.08306
podkarpackie,Lewa Wieś,49.74556,21.70083
podkarpackie,Leśna Wola,50.15778,21.98111
podkarpackie,Leśniaki,50.39611,21.30917
podkarpackie,Leśniakówka,50.34639,21.28889
podkarpackie,Leśniakówki,49.87139,22.24944
podkarpackie,Leśnictwo,50.03639,21.19611
podkarpackie,Leśniczówka,49.56167,21.85667
podkarpackie,Leśniczówka Grochowce,49.74306,22.74167
podkarpackie,Leśniówka,49.6425,21.64028
podkarpackie,Leżachowiec,50.20528,22.58222
podkarpackie,Leżachów,50.14833,22.61917
podkarpackie,Leżachów-Osada,50.1275,22.62667
podkarpackie,Leżajsk,50.26306,22.41833
podkarpackie,Lichacze,50.17333,22.94861
podkarpackie,Lichtarz,49.725,21.46806
podkarpackie,Ligaw,50.63028,21.94028
podkarpackie,Lipa,49.69583,22.38306
podkarpackie,Lipicze,50.70222,21.90861
podkarpackie,Lipie,49.3,22.69444
podkarpackie,Lipie-Dział,50.01556,21.64528
podkarpackie,Lipina,50.13806,22.96028
podkarpackie,Lipiny,50.01333,21.28889
podkarpackie,Lipka,50.50417,21.6475
podkarpackie,Lipkówka,49.58833,21.73778
podkarpackie,Lipnica,50.28889,21.89194
podkarpackie,Lipnica Dolna,49.78222,21.38167
podkarpackie,Lipnica Górna,49.78722,21.36639
podkarpackie,Lipnik,49.99306,22.315
podkarpackie,Lipniki,50.58111,22.32778
podkarpackie,Lipny Bór,50.21861,21.70944
podkarpackie,Lipowica,49.54,21.69278
podkarpackie,Lipowiec,49.40806,21.7775
podkarpackie,Lipsko,50.34833,23.33583
podkarpackie,Lipy,50.25083,22.44472
podkarpackie,Lipówki,49.55778,21.6375
podkarpackie,Lisi Kąt,49.9925,22.10694
podkarpackie,Lisia Góra,50.59611,21.84806
podkarpackie,Lisiaki,50.02222,21.81722
podkarpackie,Lisiakówka,50.265,21.29028
podkarpackie,Lisiarnia,50.21056,21.51583
podkarpackie,Lisie Jamy,50.145,23.16833
podkarpackie,Liskowate,49.49194,22.645
podkarpackie,Lisy,50.2575,21.98306
podkarpackie,Liszki,49.86222,22.28944
podkarpackie,Liszkówka,49.78333,22.31778
podkarpackie,Liszna,49.18806,22.31167
podkarpackie,Liszowiec,49.93139,21.96583
podkarpackie,Lisów,49.76639,21.33056
podkarpackie,Lisówek,49.75778,21.30639
podkarpackie,Lisówka,49.55,21.72806
podkarpackie,Liwek,49.91611,21.63556
podkarpackie,Liwośka,49.91444,22.11583
podkarpackie,Liźniowiec,50.15556,21.34222
podkarpackie,Lubaczów,50.1575,23.1225
podkarpackie,Lubasy,50.18222,23.20472
podkarpackie,Lubatowa,49.54194,21.76167
podkarpackie,Lubatówka,49.57972,21.75222
podkarpackie,Lubeja,49.92417,22.65611
podkarpackie,Lubenia,49.92556,21.93306
podkarpackie,Lubenki,49.91028,22.02167
podkarpackie,Lubla,49.80389,21.58389
podkarpackie,Lublica,49.80278,21.51528
podkarpackie,Lubomierz,50.18972,23.03139
podkarpackie,Lubzina,50.0625,21.52028
podkarpackie,Ludian,50.62472,22.10528
podkarpackie,Ludwiki,50.35639,22.20611
podkarpackie,Ludwin,50.75917,21.92028
podkarpackie,Lulówka,50.33556,23.19639
podkarpackie,Lunaria,49.68556,21.79028
podkarpackie,Lutcza,49.805,21.90083
podkarpackie,Luteszki,49.84361,21.86056
podkarpackie,Lutków,49.93056,22.75389
podkarpackie,Lutoryż,49.96694,21.91167
podkarpackie,Lutowiska,49.2525,22.69333
podkarpackie,Lutrownia,49.80361,22.23861
podkarpackie,Luzbarg,49.8475,22.21833
podkarpackie,Lwowskie,49.78028,22.80472
podkarpackie,Machnówka,49.64611,21.71361
podkarpackie,Machowa,50.01583,21.20917
podkarpackie,Machówka,50.18306,22.56194
podkarpackie,Maciejówka,50.0575,21.83194
podkarpackie,Maczugi,50.14806,22.85222
podkarpackie,Madański Potok,49.73639,22.50028
podkarpackie,Madeje,50.62167,22.21167
podkarpackie,Madejówka,49.96917,21.50333
podkarpackie,Maga,49.99917,21.32972
podkarpackie,Magazyn-Składowa,49.75111,21.49861
podkarpackie,Magiel,49.6875,21.535
podkarpackie,Magierów,49.78083,22.05611
podkarpackie,Majasiówka,49.89806,22.51833
podkarpackie,Majchrówka,49.83139,22.18944
podkarpackie,Majdan,49.20583,22.2975
podkarpackie,Majdan Dąbrówszczański,50.51444,22.33917
podkarpackie,Majdan Golczański,50.56222,22.35444
podkarpackie,Majdan Jarociński,50.58472,22.3
podkarpackie,Majdan Królewski,50.37639,21.74639
podkarpackie,Majdan Lipowiecki,50.07556,23.17306
podkarpackie,Majdan Sieniawski,50.29083,22.71806
podkarpackie,Majdan Zbydniowski,50.65028,21.96833
podkarpackie,Majdan Łysakowski,50.7525,22.19722
podkarpackie,Majdanek,50.25806,21.43222
podkarpackie,Majdany,49.88306,22.48083
podkarpackie,Majdańskie,50.34194,21.94694
podkarpackie,Maje,50.07694,22.84083
podkarpackie,Majerowskie,49.915,22.22194
podkarpackie,Majkuty,50.18333,22.37917
podkarpackie,Majscowa,49.69667,21.47889
podkarpackie,Makarka,49.56778,21.47944
podkarpackie,Makosiowa,49.60944,21.64472
podkarpackie,Makowa,49.64972,22.67694
podkarpackie,Makowa Rustykalna,49.64972,22.67583
podkarpackie,Makowiska,49.60389,21.59639
podkarpackie,Makowisko,50.04528,22.78944
podkarpackie,Makuchowa Góra,49.82583,22.32139
podkarpackie,Makusiówka,49.85611,22.55472
podkarpackie,Malanówki,49.98806,21.70972
podkarpackie,Malarki,50.43111,21.5525
podkarpackie,Malarzówka,49.92278,22.15278
podkarpackie,Malawa,49.68,22.40583
podkarpackie,Malce,50.16694,23.27083
podkarpackie,Malców,50.05167,21.95417
podkarpackie,Maleniska,50.01083,22.62667
podkarpackie,Malhowice,49.70194,22.82528
podkarpackie,Malhowska Góra,49.70278,22.81889
podkarpackie,Malinie,50.35361,21.45361
podkarpackie,Malinie Duże,50.34583,21.45861
podkarpackie,Malinie Małe,50.36139,21.46194
podkarpackie,Malinie-Tuczarnia,50.35306,21.45833
podkarpackie,Malinki,49.51111,22.29278
podkarpackie,Malinówka,49.69639,21.92833
podkarpackie,Malskówka,50.00444,21.65556
podkarpackie,Malta,50.11667,22.14917
podkarpackie,Manasterz,49.93472,22.34528
podkarpackie,Manasterzec,49.51889,22.36444
podkarpackie,Maniów,49.22222,22.19417
podkarpackie,Marchot,49.92861,21.36611
podkarpackie,Marcówka,50.35778,23.39556
podkarpackie,Mariasz,50.06083,21.35833
podkarpackie,Marki,50.44528,21.62139
podkarpackie,Markosie,49.85917,21.43417
podkarpackie,Markoszczówka,49.87389,21.74583
podkarpackie,Markowa,50.02194,22.31417
podkarpackie,Markowce,49.53694,22.11556
podkarpackie,Markowizna,50.29333,22.09194
podkarpackie,Markuszka,49.63972,21.47139
podkarpackie,Markuszowa,49.85861,21.70583
podkarpackie,Markówki,49.95139,22.22028
podkarpackie,Marszałki,49.83361,22.19417
podkarpackie,Martowicze,49.78028,22.29083
podkarpackie,Marynin,50.2525,22.22
podkarpackie,Marynów,50.06833,22.42306
podkarpackie,Marysiówka,49.99833,22.14556
podkarpackie,Mastejówka,49.68694,21.43528
podkarpackie,Matejówka,49.75333,21.88361
podkarpackie,Maternówka,49.92222,21.91139
podkarpackie,Matnia,50.52667,21.87
podkarpackie,Matulnik,49.86389,22.10417
podkarpackie,Matusikówka,49.54083,21.69583
podkarpackie,Matybudy,50.47556,22.46917
podkarpackie,Matyki,50.52583,21.91861
podkarpackie,Matysy,50.34833,21.525
podkarpackie,Matysówka,49.99722,22.05639
podkarpackie,Maziarnia,50.45528,22.02944
podkarpackie,Maziarnia-Pęk,50.56167,22.42583
podkarpackie,Mazury,50.26361,22.06278
podkarpackie,Mazurów,49.9025,22.32111
podkarpackie,Mazurówka,49.72028,22.04528
podkarpackie,Maćkowice,49.85472,22.70194
podkarpackie,Maćkówka,50.03111,22.51333
podkarpackie,Maćkówka-Skotnik,50.02611,22.51861
podkarpackie,Mała,49.96389,21.505
podkarpackie,Mała Debrza,49.62028,21.57306
podkarpackie,Mała Dębina,50.09861,22.34889
podkarpackie,Mała Jagiełła,50.095,22.59361
podkarpackie,Mała Krasna,49.765,21.835
podkarpackie,Mała Połać,50.75806,21.87028
podkarpackie,Mała Strona,49.65111,22.08139
podkarpackie,Mała Uliczka,50.51,21.70972
podkarpackie,Mała Widełka,50.20667,21.91722
podkarpackie,Mała Wieś,49.765,21.53222
podkarpackie,Mała Wola,50.07278,21.37444
podkarpackie,Mała Wolica,50.01722,22.42222
podkarpackie,Małe Bajdy,49.76861,21.65861
podkarpackie,Małe Domacyny,50.47583,21.49722
podkarpackie,Małe Górki,50.36083,21.27722
podkarpackie,Małe Jamy,50.23222,21.24139
podkarpackie,Małe Pluty,50.38917,21.52139
podkarpackie,Małe Tuligłowy,49.84194,22.57167
podkarpackie,Małe Zawisłocze,50.12111,22.49306
podkarpackie,Małe Łazy,49.85417,21.84778
podkarpackie,Małki,50.4775,22.23333
podkarpackie,Małkowice,49.85611,22.82528
podkarpackie,Małodobra,50.08528,22.3225
podkarpackie,Małutówka Dolna,49.5475,21.75944
podkarpackie,Małutówka Górna,49.52944,21.76917
podkarpackie,Mały Dział,49.91083,21.54778
podkarpackie,Mały Dół,49.92833,22.16056
podkarpackie,Mały Jasień,50.12778,21.70833
podkarpackie,Mały Koniec,50.09667,21.27583
podkarpackie,Mały Las,49.905,21.60333
podkarpackie,Mały Młodochów,50.40917,21.43639
podkarpackie,Mały Młyn,50.235,22.42139
podkarpackie,Mały Podlas,49.89444,21.8075
podkarpackie,Mały Ubieszyn,50.15611,22.5875
podkarpackie,Małówka,49.865,21.90222
podkarpackie,Maślakowice,49.89278,21.29
podkarpackie,Maślanki,50.18472,23.08361
podkarpackie,Maźnica,50.75778,21.87083
podkarpackie,Mchawa,49.35389,22.27333
podkarpackie,Mchawka,49.35194,22.26361
podkarpackie,Mechowiec,50.28333,21.81167
podkarpackie,Medyka,49.80444,22.93361
podkarpackie,Medynia Głogowska,50.15472,22.13472
podkarpackie,Medynia Kańczucka,49.93889,22.38222
podkarpackie,Medynia Łańcucka,50.12917,22.14167
podkarpackie,Mendlówka,49.98444,22.69861
podkarpackie,Meszne,50.27306,22.1925
podkarpackie,Mianinek,50.31472,21.265
podkarpackie,Miasteczko,49.48278,22.06361
podkarpackie,Miasto,49.7125,21.64
podkarpackie,Michalakówka,49.53694,21.76
podkarpackie,Michalce,50.11889,23.15778
podkarpackie,Michalec,50.3275,23.34556
podkarpackie,Michałki,50.00222,22.17889
podkarpackie,Michałówka,49.95028,22.8725
podkarpackie,Michałówki,50.38889,21.54972
podkarpackie,Michniowiec,49.30167,22.73111
podkarpackie,Michnówka,49.89306,21.89778
podkarpackie,Micki,50.35222,21.78917
podkarpackie,Miechocin,50.55583,21.66833
podkarpackie,Miejsce Piastowe,49.63333,21.78472
podkarpackie,Mielec,50.28806,21.42056
podkarpackie,Mielnicze,49.68278,22.4775
podkarpackie,Mielniki,50.13167,22.6925
podkarpackie,Mielnów,49.76194,22.60694
podkarpackie,Mierchówka,50.63278,22.07083
podkarpackie,Mierzwówka,49.89056,22.22722
podkarpackie,Mieszawy,50.67278,22.02667
podkarpackie,Mieszyce,50.53306,22.38
podkarpackie,Mijów,49.955,22.35694
podkarpackie,Miklosówka,49.96361,21.48333
podkarpackie,Mikosiówka,49.72444,22.04778
podkarpackie,Mikoska,50.18278,21.85806
podkarpackie,Mikoszówka,49.58778,21.72833
podkarpackie,Mikołajec,49.44583,22.41111
podkarpackie,Mikulice,50.01028,22.42722
podkarpackie,Mików,49.28944,22.12222
podkarpackie,Milany,50.12306,23.16472
podkarpackie,Milanów,50.40833,21.41833
podkarpackie,Milcza,49.60889,21.90333
podkarpackie,Milerówka,50.35472,21.28944
podkarpackie,Mirkówki,49.70528,21.54083
podkarpackie,Mirocin,50.04222,22.55583
podkarpackie,Misany,50.2175,22.75083
podkarpackie,Mistakówka,49.76694,22.17528
podkarpackie,Misurowa,50.5575,22.2
podkarpackie,Misztale,50.12972,23.16389
podkarpackie,Mitów,49.85389,22.13806
podkarpackie,Między Wałami,50.38833,21.32778
podkarpackie,Międzybrodzie,49.60639,22.20833
podkarpackie,Międzykąty,49.57944,22.36778
podkarpackie,Międzylesie,50.12778,21.32111
podkarpackie,Międzywodzie,50.48639,21.55
podkarpackie,Miękisz Nowy,50.03889,22.97583
podkarpackie,Miękisz Stary,50.02556,22.95361
podkarpackie,Miętne,50.55028,21.86306
podkarpackie,Miłocin,50.06722,21.975
podkarpackie,Miśkówka,50.00833,21.76972
podkarpackie,Miśtówka,50.04833,21.86111
podkarpackie,Mniszki,49.86167,21.61
podkarpackie,Moczar Duży,50.19,23.18639
podkarpackie,Moczar Mały,50.19333,23.18722
podkarpackie,Moczarne,49.11111,22.52111
podkarpackie,Moczary,49.3875,22.67611
podkarpackie,Moczarze,49.76611,21.87833
podkarpackie,Moderówka,49.75583,21.62167
podkarpackie,Modrza,49.51472,22.11778
podkarpackie,Mogielnica,49.97694,21.88639
podkarpackie,Mogiła,49.90694,22.68
podkarpackie,Mogiły,49.69139,21.94861
podkarpackie,Mojka,49.85583,22.10611
podkarpackie,Moklaki,50.61167,22.24944
podkarpackie,Mokra,49.97361,22.63444
podkarpackie,Mokra Strona,49.90028,21.97472
podkarpackie,Mokradło,50.44139,22.305
podkarpackie,Mokre,49.45417,22.16694
podkarpackie,Mokrowola,50.475,22.54222
podkarpackie,Mokrzanka,50.16333,22.45639
podkarpackie,Mokrzec,49.97694,21.32667
podkarpackie,Mokrzyca,50.18778,23.135
podkarpackie,Mokrzyszów,50.26417,22.07472
podkarpackie,Mokłuczka,49.9,22.13167
podkarpackie,Monasterz,50.27306,23.44417
podkarpackie,Morasy,50.12056,21.81556
podkarpackie,Morawa,49.67139,21.86778
podkarpackie,Morawsko,49.96944,22.70222
podkarpackie,Morchownica,49.4625,22.16417
podkarpackie,Mordownia,49.90833,22.71194
podkarpackie,Morgi,50.31528,22.03278
podkarpackie,Morochów,49.46639,22.18444
podkarpackie,Moskale,50.43056,22.01111
podkarpackie,Moskale-PGO,50.52833,22.12361
podkarpackie,Moskalówka,49.54972,21.61944
podkarpackie,Mostki,50.57639,22.39
podkarpackie,Moszczanica,50.28306,22.89917
podkarpackie,Moszczaniec,49.40806,21.92139
podkarpackie,Moszczanki,49.90972,22.16306
podkarpackie,Moszczany,49.99889,22.86389
podkarpackie,Motycze Poduchowne,50.66667,21.86194
podkarpackie,Motycze Szlacheckie,50.66306,21.87222
podkarpackie,Motykówka,49.85028,21.52139
podkarpackie,Mołdawa,49.60583,21.78361
podkarpackie,Mołodycz,50.15556,22.83056
podkarpackie,Mołynie,50.25083,22.56167
podkarpackie,Mościny,50.12583,22.25778
podkarpackie,Mościska,50.31556,21.48806
podkarpackie,Moździkówka,49.85278,21.48167
podkarpackie,Możdżanówka,49.54833,21.73056
podkarpackie,Mroczka,49.85889,21.73861
podkarpackie,Mroczki,49.73,21.85333
podkarpackie,Mroczkówka,49.54194,21.73306
podkarpackie,Mroczkówki,49.53167,22.02139
podkarpackie,Mrowielnia,49.81278,21.49528
podkarpackie,Mrowla,50.09528,21.91694
podkarpackie,Mrukowa,49.59056,21.45167
podkarpackie,Mrzygłody,50.28972,23.46944
podkarpackie,Mrzygłód,49.61944,22.27306
podkarpackie,Mszana,49.49333,21.64806
podkarpackie,Muchy,50.47028,22.50361
podkarpackie,Muczne,49.12917,22.74417
podkarpackie,Mule,50.54667,22.31167
podkarpackie,Munina,50.0,22.72833
podkarpackie,Munina Mała,50.00667,22.70639
podkarpackie,Munina Wielka,49.99194,22.73722
podkarpackie,Munina-Kolej,49.99083,22.72167
podkarpackie,Murawka,49.90556,21.98556
podkarpackie,Murawy,50.49722,21.58028
podkarpackie,Murchówka,49.53889,21.76167
podkarpackie,Murowaniec,49.62111,21.72778
podkarpackie,Murowanka,49.96861,22.66528
podkarpackie,Mury,49.57167,21.87167
podkarpackie,Musików,50.63139,22.07806
podkarpackie,Myczkowce,49.43417,22.41056
podkarpackie,Myczków,49.37889,22.41083
podkarpackie,Mymoń,49.57306,21.94306
podkarpackie,Myscowa,49.52889,21.555
podkarpackie,Mysolin,50.64667,21.98028
podkarpackie,Mysonówka,50.36361,21.34083
podkarpackie,Myszkowskie,49.61639,21.66583
podkarpackie,Myszkówka,50.13528,22.67667
podkarpackie,Myszowie,50.62583,21.98417
podkarpackie,Mytarka,49.61389,21.52556
podkarpackie,Mytarz,49.60083,21.51611
podkarpackie,Mądre,50.12278,23.14611
podkarpackie,Mątewki,49.87472,22.17333
podkarpackie,Mątwice,49.73556,22.35417
podkarpackie,Męcinka,49.72528,21.63472
podkarpackie,Męciszów,50.15722,21.48139
podkarpackie,Mędusiówka,49.835,22.17889
podkarpackie,Młodochów,50.40389,21.42806
podkarpackie,Młodowice,49.68472,22.77806
podkarpackie,Młodów,50.16083,23.15611
podkarpackie,Młyn,49.52917,21.82722
podkarpackie,Młynarze,50.34611,22.35667
podkarpackie,Młynek,49.57917,21.88194
podkarpackie,Młyniarze,50.33806,21.50639
podkarpackie,Młyniska,49.58083,22.37944
podkarpackie,Młynki,50.35361,23.29889
podkarpackie,Młyny,49.97778,23.04472
podkarpackie,Młynówka,50.09444,21.95333
podkarpackie,Młyńska Góra,49.89111,22.29611
podkarpackie,Na Bagnie,49.50417,22.26194
podkarpackie,Na Borysach,50.01306,22.75861
podkarpackie,Na Brzegu,49.54528,21.68944
podkarpackie,Na Brzozówkach,49.59889,21.62833
podkarpackie,Na Bukowinie,49.76889,21.70028
podkarpackie,Na Dole,50.24389,22.46806
podkarpackie,Na Dolinie,49.9025,22.67944
podkarpackie,Na Dołkach,49.69528,21.35278
podkarpackie,Na Dragonówce,49.52583,21.69194
podkarpackie,Na Dworskiem,50.10639,21.33778
podkarpackie,Na Dziale,49.93361,22.32139
podkarpackie,Na Dąbrach,50.05806,21.80361
podkarpackie,Na Dębie,49.55333,22.15667
podkarpackie,Na Folwarku,49.57972,22.04917
podkarpackie,Na Gościńcu,50.06333,21.81806
podkarpackie,Na Grabówce,49.87306,21.81194
podkarpackie,Na Granicach,49.31778,22.44222
podkarpackie,Na Granicy,50.45333,21.455
podkarpackie,Na Górach,49.56639,22.09944
podkarpackie,Na Górce,50.16056,21.72667
podkarpackie,Na Górze,49.51972,21.50778
podkarpackie,Na Hektarach,50.35306,22.03083
podkarpackie,Na Jamach,50.01361,22.73833
podkarpackie,Na Kamieniach,49.5825,22.24722
podkarpackie,Na Klinie,49.88417,22.76444
podkarpackie,Na Kobyłce,50.565,21.79528
podkarpackie,Na Kolonii,49.59167,21.6225
podkarpackie,Na Księżym,50.35139,22.33583
podkarpackie,Na Lesie,49.91361,22.46528
podkarpackie,Na Lądach,50.13972,22.5225
podkarpackie,Na Lądzie,50.30361,22.4325
podkarpackie,Na Moście,49.53833,22.13028
podkarpackie,Na Mycie,49.92722,21.34333
podkarpackie,Na Młynie,50.21528,21.93639
podkarpackie,Na Niemcach,50.32167,22.37917
podkarpackie,Na Okrążkach,50.05722,22.0425
podkarpackie,Na Ozerze,50.19417,22.52944
podkarpackie,Na Piasku,50.23639,22.45806
podkarpackie,Na Piziakach,50.235,22.44361
podkarpackie,Na Podłączu,49.72667,21.62889
podkarpackie,Na Polach,49.67944,21.90083
podkarpackie,Na Polu,50.07333,22.10194
podkarpackie,Na Porębie,50.21944,22.03583
podkarpackie,Na Rybakach,50.19306,22.36389
podkarpackie,Na Skotni,50.0025,21.85944
podkarpackie,Na Stanisławie,49.76972,21.78778
podkarpackie,Na Stawie,50.45,22.31028
podkarpackie,Na Stawkach,49.72889,21.63833
podkarpackie,Na Stronie,50.03167,21.55583
podkarpackie,Na Szlabancie,49.95083,21.91639
podkarpackie,Na Szwedach,49.80222,22.51694
podkarpackie,Na Tartak,49.56333,22.23583
